parking_id,scenario_id,dimension_code,subscore,weight_applied,weighted_contribution
108,2,DEMAND,25.278178550031093,0.3,7.583453565009328
82,2,DEMAND,25.30700322170148,0.3,7.5921009665104435
107,2,DEMAND,17.00181508727649,0.3,5.100544526182947
73,2,DEMAND,18.851693330550553,0.3,5.655507999165166
39,2,DEMAND,25.482981171698967,0.3,7.64489435150969
54,2,DEMAND,20.1614937583494,0.3,6.0484481275048205
112,2,DEMAND,15.657275079193091,0.3,4.697182523757927
116,2,DEMAND,12.937429050286596,0.3,3.8812287150859786
77,2,DEMAND,22.127558290806483,0.3,6.6382674872419445
97,2,DEMAND,36.68862829547686,0.3,11.006588488643057
106,2,DEMAND,21.380852214304184,0.3,6.414255664291255
109,2,DEMAND,27.593005354546374,0.3,8.277901606363912
60,2,DEMAND,24.529582123238217,0.3,7.358874636971465
110,2,DEMAND,6.49567113669864,0.3,1.948701341009592
96,2,DEMAND,7.111111360970765,0.3,2.133333408291229
25,2,DEMAND,21.59447768327202,0.3,6.478343304981606
